fish	lice	bicor	p	positive	absolute
gene2506:106567038	EMLSAT00000005238	-0.537615881740084	3.44362695381087e-10	FALSE	0.537615881740084
gene26673:106565827	EMLSAT00000005238	-0.512759111583768	2.91654674213528e-09	FALSE	0.512759111583768
gene35606:106574532	EMLSAT00000005238	-0.507394561225687	4.52378940556646e-09	FALSE	0.507394561225687
gene38590:106577488	EMLSAT00000005238	-0.509202184837584	3.9051261644943e-09	FALSE	0.509202184837584
gene41288:106579927	EMLSAT00000005238	-0.528085867161802	7.97335254793021e-10	FALSE	0.528085867161802
gene42528:106581384	EMLSAT00000005238	-0.511221534201105	3.31013380288971e-09	FALSE	0.511221534201105
gene43205:106582144	EMLSAT00000005238	-0.500993319224785	7.56322974709164e-09	FALSE	0.500993319224785
gene44325:106583233	EMLSAT00000005238	-0.504930133740859	5.52050919464706e-09	FALSE	0.504930133740859
gene50370:106588800	EMLSAT00000005238	-0.519572011232755	1.65180251445109e-09	FALSE	0.519572011232755
gene44325:106583233	EMLSAT00000005206	-0.501696897607807	7.15152045718283e-09	FALSE	0.501696897607807
gene2506:106567038	EMLSAT00000011354	-0.540353800285151	2.69242790501419e-10	FALSE	0.540353800285151
gene3035:100195938	EMLSAT00000010434	-0.505359433869741	5.33291054407793e-09	FALSE	0.505359433869741
gene19139:100194634	EMLSAT00000007907	-0.512369432665957	3.01181204142181e-09	FALSE	0.512369432665957
gene2506:106567038	EMLSAT00000006768	-0.514796459158933	2.46377588963981e-09	FALSE	0.514796459158933
gene29647:106568570	EMLSAT00000006768	-0.502373566244693	6.77590495743828e-09	FALSE	0.502373566244693
gene20025:106612983	EMLSAT00000010626	-0.509188003294437	3.90964733156462e-09	FALSE	0.509188003294437
gene2282:106563677	EMLSAT00000010626	-0.516351155169341	2.16453873914571e-09	FALSE	0.516351155169341
gene23307:106562456	EMLSAT00000010626	-0.522475075675689	1.29145862900966e-09	FALSE	0.522475075675689
gene23791:100196080	EMLSAT00000010626	-0.506495779625053	4.86541781791021e-09	FALSE	0.506495779625053
gene24805:100196272	EMLSAT00000010626	-0.542356223112607	2.24580380410942e-10	FALSE	0.542356223112607
gene27701:106566669	EMLSAT00000010626	-0.50671637722216	4.7793444038761e-09	FALSE	0.50671637722216
gene2803:100194627	EMLSAT00000010626	-0.501339806188739	7.35771399327771e-09	FALSE	0.501339806188739
gene31010:106570097	EMLSAT00000010626	-0.503605850974931	6.13996200164034e-09	FALSE	0.503605850974931
gene31101:106570028	EMLSAT00000010626	-0.523404953085925	1.19298050561213e-09	FALSE	0.523404953085925
gene31418:106570285	EMLSAT00000010626	-0.504715521067322	5.61665147785212e-09	FALSE	0.504715521067322
gene33819:106572680	EMLSAT00000010626	-0.516358843768958	2.16314957685139e-09	FALSE	0.516358843768958
gene40619:106579508	EMLSAT00000010626	-0.503118466707747	6.38431851897089e-09	FALSE	0.503118466707747
gene42339:106581113	EMLSAT00000010626	-0.534464417591957	4.55880227518858e-10	FALSE	0.534464417591957
gene49770:106588488	EMLSAT00000010626	-0.501903613067166	7.03470405895453e-09	FALSE	0.501903613067166
gene50302:100195751	EMLSAT00000010626	-0.50122521442792	7.42508269485887e-09	FALSE	0.50122521442792
gene50565:106588994	EMLSAT00000010626	-0.500367156554535	7.94868500390041e-09	FALSE	0.500367156554535
gene51795:100196625	EMLSAT00000010626	-0.507450116796568	4.50344656497887e-09	FALSE	0.507450116796568
gene5653:106596048	EMLSAT00000010626	-0.500879588260592	7.63188090729559e-09	FALSE	0.500879588260592
gene7350:106600986	EMLSAT00000010626	-0.521081267472637	1.45385032497302e-09	FALSE	0.521081267472637
gene73980:100196135	EMLSAT00000010626	-0.50090854066043	7.61434792059285e-09	FALSE	0.50090854066043
gene9822:100194650	EMLSAT00000010626	-0.501708062665448	7.14516372935698e-09	FALSE	0.501708062665448
gene3746:106578085	EMLSAT00000007116	-0.505803584644382	5.14527043640567e-09	FALSE	0.505803584644382
gene41288:106579927	EMLSAT00000007116	-0.506709705161781	4.78192614917459e-09	FALSE	0.506709705161781
gene41639:106580518	EMLSAT00000007116	-0.540295317987217	2.70668003632423e-10	FALSE	0.540295317987217
gene45181:100380384	EMLSAT00000007116	-0.50827077956888	4.21298697975871e-09	FALSE	0.50827077956888
gene45532:106584298	EMLSAT00000007116	-0.501553801167825	7.23347320143959e-09	FALSE	0.501553801167825
gene51233:106589675	EMLSAT00000007116	-0.503682094028539	6.10255799880023e-09	FALSE	0.503682094028539
gene2099:100195976	EMLSAT00000006157	-0.546789616519282	1.49662836994957e-10	FALSE	0.546789616519282
gene11026:106604384	EMLSAT00000011903	-0.50018318609836	8.06547079291818e-09	FALSE	0.50018318609836
gene15943:100136494	EMLSAT00000004347	-0.511865051456232	3.13956557825658e-09	FALSE	0.511865051456232
gene24173:100194911	EMLSAT00000004347	-0.504400884019261	5.76051356813037e-09	FALSE	0.504400884019261
gene47131:106585878	EMLSAT00000004347	-0.51238248913134	3.00857225411486e-09	FALSE	0.51238248913134
gene19144:106612135	EMLSAT00000006392	-0.504866173403904	5.54899566281965e-09	FALSE	0.504866173403904
gene45181:100380384	EMLSAT00000006392	-0.510217096548013	3.59428544694095e-09	FALSE	0.510217096548013
gene2506:106567038	EMLSAT00000004392	-0.50662965644522	4.81300549953072e-09	FALSE	0.50662965644522
gene31642:100195583	EMLSAT00000011101	-0.507578806453898	4.45666101727587e-09	FALSE	0.507578806453898
gene11026:106604384	EMLSAT00000005706	-0.50505918113261	5.46346122685032e-09	FALSE	0.50505918113261
gene300:106567335	EMLSAT00000005706	-0.508667669021995	4.07905386537356e-09	FALSE	0.508667669021995
gene35161:106574026	EMLSAT00000005706	-0.515590732528251	2.30624996397422e-09	FALSE	0.515590732528251
gene24805:100196272	EMLSAT00000008623	-0.508967684775418	3.98053537186137e-09	FALSE	0.508967684775418
gene31101:106570028	EMLSAT00000008623	-0.506990084659253	4.67457973639389e-09	FALSE	0.506990084659253
gene33819:106572680	EMLSAT00000008623	-0.502982301791143	6.45423771015525e-09	FALSE	0.502982301791143
gene42339:106581113	EMLSAT00000008623	-0.50166444284906	7.17002912083896e-09	FALSE	0.50166444284906
gene15003:106608159	EMLSAT00000004269	-0.510749141375635	3.44097420749014e-09	FALSE	0.510749141375635
gene1786:106612336	EMLSAT00000004269	-0.500716190152266	7.73156005597196e-09	FALSE	0.500716190152266
gene19621:106612651	EMLSAT00000004269	-0.527833002866236	8.1500879924178e-10	FALSE	0.527833002866236
gene19959:106613037	EMLSAT00000004269	-0.501320469899375	7.36904054610322e-09	FALSE	0.501320469899375
gene21316:106560503	EMLSAT00000004269	-0.513053135564699	2.8465898745496e-09	FALSE	0.513053135564699
gene2240:106563280	EMLSAT00000004269	-0.50304390656033	6.42251378018285e-09	FALSE	0.50304390656033
gene27226:106566174	EMLSAT00000004269	-0.538656045092785	3.13709150182737e-10	FALSE	0.538656045092785
gene27700:100195432	EMLSAT00000004269	-0.500169887002217	8.07397666206993e-09	FALSE	0.500169887002217
gene29049:106567847	EMLSAT00000004269	-0.507019345292118	4.66351127200212e-09	FALSE	0.507019345292118
gene300:106567335	EMLSAT00000004269	-0.512656628332867	2.94131648855028e-09	FALSE	0.512656628332867
gene31213:106569932	EMLSAT00000004269	-0.508649538086324	4.08508209972634e-09	FALSE	0.508649538086324
gene35161:106574026	EMLSAT00000004269	-0.500403766805535	7.92563892363309e-09	FALSE	0.500403766805535
gene40517:106579406	EMLSAT00000004269	-0.507682643304006	4.41925138955374e-09	FALSE	0.507682643304006
gene41288:106579927	EMLSAT00000004269	-0.545685353374543	1.65674897310165e-10	FALSE	0.545685353374543
gene41546:106580425	EMLSAT00000004269	-0.519054158944278	1.72551066631537e-09	FALSE	0.519054158944278
gene41639:106580518	EMLSAT00000004269	-0.568204865023949	1.93345057714375e-11	FALSE	0.568204865023949
gene42037:106580873	EMLSAT00000004269	-0.500611913207967	7.79582472430149e-09	FALSE	0.500611913207967
gene42233:106581200	EMLSAT00000004269	-0.506427041901124	4.89254089448694e-09	FALSE	0.506427041901124
gene42553:106581405	EMLSAT00000004269	-0.508375927550807	4.17709848395617e-09	FALSE	0.508375927550807
gene42985:106581775	EMLSAT00000004269	-0.515332562294592	2.35635874420498e-09	FALSE	0.515332562294592
gene43154:100380356	EMLSAT00000004269	-0.525497198510574	9.97114974345672e-10	FALSE	0.525497198510574
gene45768:106584490	EMLSAT00000004269	-0.510596314385861	3.48435673458384e-09	FALSE	0.510596314385861
gene4606:106588447	EMLSAT00000004269	-0.522300111917546	1.31084213663965e-09	FALSE	0.522300111917546
gene48520:106587207	EMLSAT00000004269	-0.542555231782775	2.20553926508216e-10	FALSE	0.542555231782775
gene50301:106588785	EMLSAT00000004269	-0.552587589739274	8.72337468706949e-11	FALSE	0.552587589739274
gene52170:100286462	EMLSAT00000004269	-0.502172631908172	6.88541944998964e-09	FALSE	0.502172631908172
gene5599:106595578	EMLSAT00000004269	-0.5060282186553	5.05279959267411e-09	FALSE	0.5060282186553
gene56580:100380811	EMLSAT00000004269	-0.537853466090458	3.37116607401412e-10	FALSE	0.537853466090458
gene7683:106601362	EMLSAT00000004269	-0.51991418325579	1.60477118039753e-09	FALSE	0.51991418325579
gene9920:106603378	EMLSAT00000004269	-0.522426655999032	1.29679507420831e-09	FALSE	0.522426655999032
gene19139:100194634	EMLSAT00000007481	-0.530755194897695	6.31903555276946e-10	FALSE	0.530755194897695
gene44365:106583199	EMLSAT00000004805	-0.550723152144677	1.03886583786635e-10	FALSE	0.550723152144677
gene24805:100196272	EMLSAT00000001203	-0.500170488354356	8.07359186204791e-09	FALSE	0.500170488354356
gene22969:106562116	EMLSAT00000001630	-0.505390456286272	5.31959392035364e-09	FALSE	0.505390456286272
gene23025:106562201	EMLSAT00000001630	-0.506708331637686	4.78245779877071e-09	FALSE	0.506708331637686
gene37571:106576478	EMLSAT00000001630	-0.510222868673484	3.59258751017841e-09	FALSE	0.510222868673484
gene44515:106583327	EMLSAT00000001630	-0.54613220177191	1.59005940498643e-10	FALSE	0.54613220177191
gene48520:106587207	EMLSAT00000001630	-0.516846907189277	2.07669968444595e-09	FALSE	0.516846907189277
gene51233:106589675	EMLSAT00000001630	-0.502536450920743	6.68835728962168e-09	FALSE	0.502536450920743
gene31642:100195583	EMLSAT00000001659	-0.51587071056543	2.25306643248081e-09	FALSE	0.51587071056543
gene24805:100196272	EMLSAT00000001000	-0.511008901222763	3.36842489352343e-09	FALSE	0.511008901222763
gene44365:106583199	EMLSAT00000013001	-0.508196200471129	4.23862119173062e-09	FALSE	0.508196200471129
